show_id,title,sentiment_compound,sentiment_label
s7377,Magi: Adventure of Sinbad,0.296,positive
s7378,Magic Snowflake,-0.128,negative
s7379,Magnetic,0.8402,positive
s7380,Magnus,0.5994,positive
s7381,Mahabharat,0.0,neutral
s7382,Maharakshak Devi,-0.6486,negative
s7383,Maharakshak: Aryan,-0.886,negative
s7384,Mahi Way,-0.4215,negative
s7385,Mahjong Heroes,0.5106,positive
s7386,Mahmut & Meryem,0.5994,positive
s7387,Maine Pyaar Kyun Kiya,-0.3182,negative
s7388,Maine Pyar Kiya,0.5994,positive
s7389,Mala Kahich Problem Nahi,-0.1779,negative
s7390,Malicious,-0.8591,negative
s7391,Man of Tai Chi,-0.8074,negative
s7392,Man Up,-0.34,negative
s7393,Man vs Wild with Sunny Leone,0.6369,positive
s7394,Mandi,0.6486,positive
s7395,Mandobasar Galpo,-0.3818,negative
s7396,Manglehorn,0.8068,positive
s7397,Mango Dreams,0.101,positive
s7398,Manhattan Romance,0.7845,positive
s7399,Manolo: The Boy Who Made Shoes for Lizards,0.6808,positive
s7400,Mansfield Park,0.7096,positive
s7401,Mantostaan,0.0,neutral
s7402,Mantra,-0.5859,negative
s7403,Mara,-0.8176,negative
s7404,Marauders,-0.7269,negative
s7405,Marching Orders,-0.3818,negative
s7406,Mark Gatiss: A Study in Sherlock,0.5719,positive
s7407,Maron,0.6124,positive
s7408,Maroon,-0.1531,negative
s7409,Married at First Sight,0.0,neutral
s7410,Mars,0.0,neutral
s7411,Martial Arts of Shaolin,-0.5994,negative
s7412,Martin Lawrence Live: Runteldat,0.4404,positive
s7413,Martin Luther: The Idea that Changed the World,-0.296,negative
s7414,Martyrs of Marriage,-0.7506,negative
s7415,Marvel & ESPN Films Present: 1 of 1: Genesis,0.4215,positive
s7416,Marvel's Iron Man & Hulk: Heroes United,0.7351,positive
s7417,Mary and the Witch's Flower,-0.7469,negative
s7418,Mary Poppins Returns,0.4019,positive
s7419,Mary Portas: Secret Shopper,0.6808,positive
s7420,Masoom,0.8316,positive
s7421,Master,-0.6369,negative
s7422,Mater,0.0516,positive
s7423,Matichya Chuli,-0.34,negative
s7424,Max Rose,-0.5994,negative
s7425,May We Chat,0.0772,positive
s7426,May You Prosper,-0.875,negative
s7427,Maya Angelou: And Still I Rise,0.8074,positive
s7428,Maynard,0.4767,positive
s7429,Maza Pati Karodpati,0.8658,positive
s7430,Me and the Alien,-0.5267,negative
s7431,Mean Dreams,-0.6808,negative
s7432,Mean Streets,0.8481,positive
s7433,Meditation Park,-0.6249,negative
s7434,Medium,0.4215,positive
s7435,Meet the Trumps: From Immigrant to President,0.0,neutral
s7436,Mega Food,0.0,neutral
s7437,MegaTruckers,-0.128,negative
s7438,Melle,0.296,positive
s7439,Melodies of Life - Born This Way,0.9169,positive
s7440,Melvin Goes to Dinner,0.7717,positive
s7441,Memoir of a Murderer,-0.9274,negative
s7442,Memory Games,0.4404,positive
s7443,Men in Black,0.0,neutral
s7444,Men in Black II,-0.6597,negative
s7445,Menorca,0.0,neutral
s7446,Merantau,0.1027,positive
s7447,Mere Papa Hero Hiralal,-0.1531,negative
s7448,Merlí,0.4019,positive
s7449,Merry Men: The Real Yoruba Demons,0.8555,positive
s7450,Mexico Diseña,0.8225,positive
s7451,Mi Shivajiraje Bhosale Boltoy,0.5859,positive
s7452,MI-5,-0.6369,negative
s7453,Middle School: The Worst Years of My Life,0.4404,positive
s7454,Midnight Misadventures With Mallika Dua,0.7003,positive
s7455,Midnight Special,0.3818,positive
s7456,Mighty Morphin Alien Rangers,0.0258,neutral
s7457,Milk,-0.6597,negative
s7458,Mini Wolf,0.4877,positive
s7459,Minnaminugu the FireFly,0.4019,positive
s7460,Minute to Win It,0.0772,positive
s7461,Miracle,0.0,neutral
s7462,Mirror Mirror,0.4019,positive
s7463,Mirzya,0.8225,positive
s7464,Miss Dynamite,0.9286,positive
s7465,Miss Hokusai,0.5106,positive
s7466,Miss Julie,0.1027,positive
s7467,Miss Me This Christmas,0.4201,positive
s7468,Miss Representation,-0.4939,negative
s7469,Miss Rose,0.5267,positive
s7470,Miss Sharon Jones!,-0.7351,negative
s7471,Miss Stevens,-0.5994,negative
s7472,Mission Control: The Unsung Heroes of Apollo,0.0,neutral
s7473,Mission of Honor,-0.7269,negative
s7474,Mission: Destroy Love,0.5719,positive
s7475,Mississippi Grind,0.7269,positive
s7476,Moh Maya Money,-0.296,negative
s7477,Mohawk,-0.8957,negative
s7478,Mojave,-0.765,negative
s7479,Mokalik (Mechanic),0.3182,positive
s7480,Molly's Game,-0.5106,negative
s7481,Momo Salon,0.7096,positive
s7482,Mona Lisa Smile,-0.128,negative
s7483,Money,0.4939,positive
s7484,Money for Nothing,0.4215,positive
s7485,Money Talks,-0.6249,negative
s7486,Monkey Planet,0.6908,positive
s7487,Monkey Up,0.6597,positive
s7488,Monopoly (The Bank Of Luck),-0.2263,negative
s7489,Monster Family,-0.7096,negative
s7490,Monster High 13 Wishes,0.34,positive
s7491,"Monster High: Boo York, Boo York",-0.09,negative
s7492,Monster High: Escape from Skull Shores,0.0516,positive
s7493,Monster High: Freaky Fusion,-0.25,negative
s7494,Monster High: Friday Night Frights,0.3818,positive
s7495,Monster High: Fright On!,0.0,neutral
s7496,"Monster High: Frights, Camera, Action!",0.0,neutral
s7497,Monster High: Ghouls Rule,0.0516,positive
s7498,Monster High: Great Scarrier Reef,-0.25,negative
s7499,Monster High: Haunted,-0.743,negative
s7500,Monster High: New Ghoul at School,-0.4215,negative
s7501,"Monster High: Scaris, City of Frights",0.5267,positive
s7502,Monster High: Why Do Ghouls Fall in Love?,-0.8402,negative
s7503,Monster Math Squad,0.4019,positive
s7504,Monster-in-Law,0.5574,positive
s7505,Monty Don's French Gardens,0.4588,positive
s7506,Monty Don's Italian Gardens,0.0,neutral
s7507,Moon,-0.5106,negative
s7508,Moonlight,0.4019,positive
s7509,Moonwalkers,-0.9001,negative
s7510,Moor,-0.5994,negative
s7511,Morris from America,0.0516,positive
s7512,Mortified Nation,0.1531,positive
s7513,Morya,0.6369,positive
s7514,Motu Patlu: King of Kings,0.8176,positive
s7515,Mountain,0.796,positive
s7516,Movie 43,0.3612,positive
s7517,Mr. Church,-0.4215,negative
s7518,Mr. Deeds,0.0,neutral
s7519,Mr. Gaga: A True Story of Love and Dance,0.0,neutral
s7520,Mr. Virgin,-0.7906,negative
s7521,Mr. Woodcock,-0.0258,neutral
s7522,Mr. Young,0.7901,positive
s7523,Ms. Mammy,0.5859,positive
s7524,Mud,0.7579,positive
s7525,Mujhse Shaadi Karogi,0.7184,positive
s7526,Mune: Guardian of the Moon,-0.5023,negative
s7527,Muppets Most Wanted,-0.2023,negative
s7528,Murder Party,-0.4588,negative
s7529,Murderous Affairs,-0.128,negative
s7530,Mutant Busters,-0.1531,negative
s7531,Mutiny on the Bounty,0.0258,neutral
s7532,My Babysitter's a Vampire: The Movie,0.0,neutral
s7533,My Brother ... Nikhil,0.8126,positive
s7534,My Daddy is in Heaven,-0.7269,negative
s7535,My Dog is My Guide,-0.5267,negative
s7536,My Entire High School Sinking Into the Sea,-0.7269,negative
s7537,My Ex-Ex,0.5859,positive
s7538,My Honor Was Loyalty,-0.9382,negative
s7539,My Hotter Half,-0.5267,negative
s7540,My Life as a Zucchini,0.7003,positive
s7541,My Life My Story,0.6249,positive
s7542,My Little Pony Equestria Girls: Friendship Games,0.7096,positive
s7543,My Little Pony Equestria Girls: Rainbow Rocks,0.0,neutral
s7544,My Only Mother,0.0,neutral
s7545,"My Schoolmate, the Barbarian",0.0,neutral
s7546,My Scientology Movie,0.0,neutral
s7547,My Sister's Keeper,0.128,positive
s7548,My Tattoo Addiction,0.296,positive
s7549,My True Friend,0.1531,positive
s7550,My Week with Marilyn,0.0,neutral
s7551,My Wife and My Wifey,0.7096,positive
s7552,Mystery Science Theater 3000,-0.0772,negative
s7553,Mythily Veendum Varunnu,-0.5994,negative
s7554,Nacho Libre,-0.3612,negative
s7555,Naga The Eternal Yogi,0.0,neutral
s7556,Nails,-0.9325,negative
s7557,Naledi: A Baby Elephant's Tale,0.2732,positive
s7558,Namak Halaal,-0.5719,negative
s7559,Namour,0.068,positive
s7560,Naruto Shippuden : Blood Prison,-0.8591,negative
s7561,Natalia Valdebenito: Gritona,-0.0516,negative
s7562,National Bird,-0.6705,negative
s7563,National Lampoon's Loaded Weapon 1,-0.7964,negative
s7564,National Parks Adventure,0.6249,positive
s7565,National Treasure,0.6808,positive
s7566,Natsamrat - Asa Nat Hone Nahi,-0.8834,negative
s7567,Natural Born Pranksters,0.0,neutral
s7568,Natural Selection,0.5859,positive
s7569,Nature: Animals With Cameras,0.0,neutral
s7570,NATURE: Natural Born Hustlers,0.0258,neutral
s7571,Nature: Raising the Dinosaur Giant,0.3612,positive
s7572,Nature's Great Events (2009),0.296,positive
s7573,Nature's Great Events: Diaries,-0.1779,negative
s7574,Nature's Great Race,0.2716,positive
s7575,Nature's Weirdest Events,-0.1531,negative
s7576,Nazi Concentration Camps,-0.4019,negative
s7577,Nazi Mega Weapons,0.1779,positive
s7578,Neruda,0.0,neutral
s7579,Never Heard,-0.2263,negative
s7580,New York Minute,-0.8176,negative
s7581,Newtown,-0.0516,negative
s7582,Next,-0.2732,negative
s7583,Nibunan,-0.6486,negative
s7584,Night Comes On,-0.4215,negative
s7585,Night Moves,-0.1027,negative
s7586,Nightcrawler,-0.5994,negative
s7587,"Nightmare Tenants, Slum Landlords",-0.8934,negative
s7588,Nights in Rodanthe,0.0,neutral
s7589,Ninja Hattori,0.714,positive
s7590,Ninja Turtles: The Next Mutation,-0.1027,negative
s7591,No Entry,0.0,neutral
s7592,No Estoy Loca,0.4404,positive
s7593,No Reservations,-0.6908,negative
s7594,Nobel,0.4019,positive
s7595,Norm of the North: Family Vacation,-0.6808,negative
s7596,Norm of the North: Keys to the Kingdom,0.7269,positive
s7597,Norm of the North: King Sized Adventure,-0.5423,negative
s7598,North & South,-0.6597,negative
s7599,Not Alone,-0.8834,negative
s7600,NOVA: Bird Brain,0.5267,positive
s7601,NOVA: Black Hole Apocalypse,0.0,neutral
s7602,NOVA: Building Chernobyl's MegaTomb,-0.6249,negative
s7603,NOVA: Chinese Chariot Revealed,-0.296,negative
s7604,NOVA: Day the Dinosaurs Died,-0.4939,negative
s7605,NOVA: Death Dive to Saturn,0.7645,positive
s7606,NOVA: Decoding the Weather Machine,0.0,neutral
s7607,NOVA: Eclipse Over America,0.0,neutral
s7608,NOVA: Extreme Animal Weapons,0.1027,positive
s7609,NOVA: First Face of America,0.3818,positive
s7610,NOVA: Holocaust Escape Tunnel,-0.5994,negative
s7611,NOVA: Killer Floods,0.4767,positive
s7612,NOVA: Killer Hurricanes,0.0,neutral
s7613,NOVA: Killer Volcanoes,0.0,neutral
s7614,NOVA: Poisoned Water,-0.6249,negative
s7615,NOVA: Prediction by the Numbers,0.0,neutral
s7616,NOVA: Secrets of the Shining Knight,0.4939,positive
s7617,NOVA: Thai Cave Rescue,0.4767,positive
s7618,NOVA: The Impossible Flight,0.34,positive
s7619,Nova: Ultimate Mars Challenge,0.3182,positive
s7620,November Criminals,0.3818,positive
s7621,Now and Then,-0.0772,negative
s7622,Now More Than Ever: The History of Chicago,0.0,neutral
s7623,Nowhere Boy,-0.6597,negative
s7624,NSU German History X,-0.8625,negative
s7625,Nuestra Lucha Libre,0.0772,positive
s7626,Numbered,-0.5106,negative
s7627,Numero Zero. The Roots of Italian Rap,0.6486,positive
s7628,Nura: Rise of the Yokai Clan: Demon Capital,0.4404,positive
s7629,Nurse Jackie,-0.5719,negative
s7630,Nurses Who Kill,-0.8074,negative
s7631,Nymphomaniac: Volume 1,-0.4215,negative
s7632,Nymphomaniac: Volume II,-0.3612,negative
s7633,"O-Negative, Love Can’t Be Designed",0.8519,positive
s7634,Oasis: Supersonic,-0.2732,negative
s7635,Obvious Child,-0.8074,negative
s7636,Océans,0.4939,positive
s7637,Occupation,0.0,neutral
s7638,Ocean's Eleven,0.0,neutral
s7639,Ocean's Thirteen,-0.3818,negative
s7640,Ocean's Twelve,0.3612,positive
s7641,OCTB,0.0,neutral
s7642,Off Course,-0.2023,negative
s7643,Officer Downe,-0.5719,negative
s7644,Oh My Ghost 2,0.4215,positive
s7645,Oh My Ghost 3,0.0,neutral
s7646,Oh My Ghost 4,-0.6705,negative
s7647,Oh No! It's an Alien Invasion,-0.2732,negative
s7648,Oklahoma City,-0.9287,negative
s7649,Oliver Stone's Untold History of the United States,0.0,neutral
s7650,Ollie & Moon,0.4404,positive
s7651,Omar and Salma 3,0.2614,positive
s7652,On the Wrong Track,-0.296,negative
s7653,On Yoga The Architecture of Peace,0.0,neutral
s7654,Onaatah,-0.1027,negative
s7655,Once In A Lifetime Sessions with Moby,0.5106,positive
s7656,Once In A Lifetime Sessions with Nile Rodgers,0.5267,positive
s7657,Once In A Lifetime Sessions with Noel Gallagher,0.4404,positive
s7658,Once In A Lifetime Sessions with TLC,0.624,positive
s7659,Once Upon a Time in London,-0.5423,negative
s7660,Once Upon a Time in the West,-0.6908,negative
s7661,One Day,-0.0772,negative
s7662,One Direction: This Is Us,0.0,neutral
s7663,One Heart: The A.R. Rahman Concert Film,0.4754,positive
s7664,One Last Thing,-0.7096,negative
s7665,One More Shot,-0.4215,negative
s7666,One Night Stand,-0.3612,negative
s7667,One Strange Rock,0.7269,positive
s7668,Only God Forgives,-0.8591,negative
s7669,Only the Dead,-0.8402,negative
s7670,Open Season,0.0,neutral
s7671,Operation Chromite,-0.7184,negative
s7672,Operation Gold Rush,0.2263,positive
s7673,Operation Mekong,-0.5106,negative
s7674,Operation Odessa,0.0,neutral
s7675,Operation Ouch!,0.4404,positive
s7676,Operation Proposal,0.8591,positive
s7677,Operation Red Sea,0.0772,positive
s7678,Operator,0.7479,positive
s7679,Opium and the Kung Fu Master,-0.882,negative
s7680,Origins Collection,0.5849,positive
s7681,Oru Vishsheshapetta Biryani Kissa,0.6369,positive
s7682,OtherLife,0.5994,positive
s7683,Ottaal,-0.6486,negative
s7684,Our Godfather,0.0,neutral
s7685,Our House,-0.3716,negative
s7686,Our Shining Days,0.0258,neutral
s7687,Outlawed,-0.802,negative
s7688,P,-0.7351,negative
s7689,P Se PM Tak,0.4588,positive
s7690,P. King Duckling,0.4767,positive
s7691,P.S. I Love You,-0.296,negative
s7692,Paathi,-0.2732,negative
s7693,Pablo Escobar: Angel or Demon?,-0.4404,negative
s7694,Pacific Heat,0.128,positive
s7695,Pahuyut Fighting Beat,-0.6369,negative
s7696,Paid in Full,-0.4404,negative
s7697,Paint It Black,-0.9062,negative
s7698,Painted Faces,-0.2732,negative
s7699,Pajanimals,0.7579,positive
s7700,Palio,0.0,neutral
s7701,Palm Trees in the Snow,0.0,neutral
s7702,Panic Room,-0.296,negative
s7703,Papa the Great,-0.8176,negative
s7704,Paper Year,0.0,neutral
s7705,Paranormal Activity,-0.743,negative
s7706,Paranormal Survivor,-0.7506,negative
s7707,Pardes,0.8248,positive
s7708,Pareeth Pandaari,0.128,positive
s7709,Paris Is Burning,-0.2263,negative
s7710,Parks and Recreation,0.3182,positive
s7711,Pasión de Gavilanes,0.2382,positive
s7712,Passenger 57,-0.9349,negative
s7713,Patiala House,0.8442,positive
s7714,Patient Seventeen,0.0,neutral
s7715,Patriot Games,-0.8591,negative
s7716,Patron Mutlu Son Istiyor,0.7184,positive
s7717,Paul Blart: Mall Cop,-0.6808,negative
s7718,Paulettante Veedu,-0.7783,negative
s7719,Pawn Stars,-0.2023,negative
s7720,Paying Guests,-0.3182,negative
s7721,Pee Mak,0.886,positive
s7722,Pee-wee's Playhouse,0.5228,positive
s7723,Pee-wee's Playhouse: Christmas Special,0.4019,positive
s7724,Pekak,-0.4215,negative
s7725,Penelope,0.0,neutral
s7726,Penny Dreadful,-0.657,negative
s7727,People You May Know,0.7783,positive
s7728,Perfect Bid: The Contestant Who Knew Too Much,-0.4404,negative
s7729,Perfect Stranger,-0.8074,negative
s7730,Person of Interest,-0.5859,negative
s7731,Personal Shopper,0.1779,positive
s7732,Peter and the Farm,0.1154,positive
s7733,Peter Rabbit,-0.7184,negative
s7734,Phamous,-0.5267,negative
s7735,Phantom Boy,-0.6124,negative
s7736,Philadelphia,-0.34,negative
s7737,Phir Se,0.0,neutral
s7738,Phobia 2,-0.7579,negative
s7739,Phone Swap,-0.5106,negative
s7740,Phullu,0.5267,positive
s7741,Pick of the Litter,0.0,neutral
s7742,Pierre Jackson,0.4939,positive
s7743,Pimpal,-0.4019,negative
s7744,Pioneers of African-American Cinema,0.0,neutral
s7745,Pitaah,-0.6597,negative
s7746,"Pizza, birra, faso",-0.5423,negative
s7747,"Plaire, aimer et courir vite",0.5574,positive
s7748,Planet Earth II,0.7269,positive
s7749,Planet Earth: The Complete Collection,0.5719,positive
s7750,Planet Hulk,-0.7003,negative
s7751,Planetarium,-0.7269,negative
s7752,Platoon,-0.7783,negative
s7753,Playing for Time,-0.2023,negative
s7754,Playing Hard,0.4019,positive
s7755,Pope Francis: A Man of His Word,-0.2023,negative
s7756,Popeye,0.0,neutral
s7757,Portlandia,0.0,neutral
s7758,Porto,0.0,neutral
s7759,Postcards from London,0.2263,positive
s7760,Powder,-0.7717,negative
s7761,Power Battle Watch Car,-0.6486,negative
s7762,Power Rangers Dino Charge,-0.5994,negative
s7763,Power Rangers Dino Super Charge,-0.4243,negative
s7764,Power Rangers Dino Thunder,-0.765,negative
s7765,Power Rangers in Space,-0.7579,negative
s7766,Power Rangers Jungle Fury,0.3566,positive
s7767,Power Rangers Lightspeed Rescue,-0.296,negative
s7768,Power Rangers Lost Galaxy,-0.7906,negative
s7769,Power Rangers Mystic Force,-0.0516,negative
s7770,Power Rangers Ninja Storm,-0.7906,negative
s7771,Power Rangers Operation Overdrive,-0.0,neutral
s7772,Power Rangers RPM,0.0098,neutral
s7773,Power Rangers S.P.D.,-0.4767,negative
s7774,Power Rangers Samurai,-0.3818,negative
s7775,"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)",0.7269,positive
s7776,Power Rangers Samurai: Clash of the Red Rangers,-0.7351,negative
s7777,Power Rangers Samurai: Party Monsters (Halloween Special),-0.7579,negative
s7778,Power Rangers Super Megaforce,0.3182,positive
s7779,Power Rangers Super Megaforce: The Legendary Battle (Extended),0.0258,neutral
s7780,Power Rangers Super Samurai,-0.7906,negative
s7781,Power Rangers Super Samurai: Stuck on Christmas,-0.25,negative
s7782,Power Rangers Super Samurai: Trickster Treat,0.4019,positive
s7783,Power Rangers Time Force,-0.8442,negative
s7784,Power Rangers Turbo,-0.34,negative
s7785,Power Rangers Wild Force,-0.7906,negative
s7786,Power Rangers Zeo,-0.5106,negative
s7787,Power Rangers: Megaforce,-0.3612,negative
s7788,Power Rangers: Megaforce: Raising Spirits,-0.2023,negative
s7789,Power Rangers: Megaforce: The Robo Knight Before Christmas,-0.3612,negative
s7790,Prague,-0.4939,negative
s7791,Prelude to War,0.5994,positive
s7792,Premachi Goshta,0.0,neutral
s7793,Prescription Thugs,0.5106,positive
s7794,Primal Fear,0.7906,positive
s7795,Prince Charming,-0.1531,negative
s7796,Prince Jai Aur Dumdaar Viru,0.886,positive
s7797,Princess Cyd,0.8807,positive
s7798,Professor Mack,0.8271,positive
s7799,Prohibition: A Film by Ken Burns and Lynn Novick,0.128,positive
s7800,Prosecuting Evil: The Extraordinary World of Ben Ferencz,0.8074,positive
s7801,Psiconautas,-0.3612,negative
s7802,Pukar,-0.3818,negative
s7803,Pulp Fiction,-0.5423,negative
s7804,Punjab 1984,-0.8555,negative
s7805,Pusher,0.1027,positive
s7806,Pyaar Ka Punchnama,-0.34,negative
s7807,Pyaar Tune Kya Kiya,0.8807,positive
s7808,Q Ball,-0.7003,negative
s7809,Qué pena tu serie,0.9657,positive
s7810,Quantum of Solace,0.3182,positive
s7811,Queen of No Marriage,0.9169,positive
s7812,Queen of the Desert,0.296,positive
s7813,Queens of Comedy,0.5267,positive
s7814,Queens vs. Kings,-0.3818,negative
s7815,R.L. Stine's Mostly Ghostly,0.6486,positive
s7816,Rab Se Sohna Isshq,-0.5574,negative
s7817,Race to Witch Mountain,0.5719,positive
s7818,Rachel Getting Married,-0.3818,negative
s7819,Radical: the Controversial Saga of Dada Figueiredo,0.5574,positive
s7820,Radiopetti,0.5106,positive
s7821,Raging Bull,-0.5106,negative
s7822,Rahasya,-0.9153,negative
s7823,Raiders!: The Story of the Greatest Fan Film Ever Made,0.2023,positive
s7824,Railroad Tigers,-0.1779,negative
s7825,Raja Hindustani,0.25,positive
s7826,Rajnigandha,0.0,neutral
s7827,Ralph Breaks the Internet: Wreck-It Ralph 2,0.6124,positive
s7828,Ram Teri Ganga Maili,-0.7717,negative
s7829,Ramayan,0.5423,positive
s7830,Ramen Shop,0.0,neutral
s7831,Ramji Londonwaley,-0.7469,negative
s7832,Rampant,0.2991,positive
s7833,Ranbhool,-0.7783,negative
s7834,Rangreza,0.6369,positive
s7835,Rats,0.2023,positive
s7836,Razia Sultan,0.5574,positive
s7837,Reaction,-0.8658,negative
s7838,Ready,0.8283,positive
s7839,Reality of Dream,0.9217,positive
s7840,Rebel Without a Cause,-0.5994,negative
s7841,Rebelde,0.128,positive
s7842,Recall,-0.8807,negative
s7843,Rectify,-0.9287,negative
s7844,Red Christmas,-0.6369,negative
s7845,Red Dawn,-0.5994,negative
s7846,Red Oleanders Raktokarobi,0.34,positive
s7847,Red Trees,0.1779,positive
s7848,Red vs. Blue,-0.7351,negative
s7849,Refugee,0.34,positive
s7850,Regatta,-0.5719,negative
s7851,Reggie Yates Outside Man,-0.891,negative
s7852,Reincarnated,0.0,neutral
s7853,Rembat,0.3182,positive
s7854,Remember,-0.7906,negative
s7855,Remember Me,-0.9042,negative
